Code,Location_ID,Visit_ID,Panel,Date,Year,Visit_Type,limited_RAM,Latin_Name,Common,Quadrat_NE,Quadrat_SE,Quadrat_SW,Quadrat_NW,quad_freq,Collected,Comments,TSN,Order,Family,Genus,Exotic,Invasive,PLANTS_Code,CoC_ME_ACAD,ACAD_ED,Aquatic,Fern_Ally,Graminoid,Herbaceous,Moss_Lichen,Shrub,Tree,Vine,Canopy_Exclusion,TSN_Accepted,Accepted_Latin_Name,Synonym,Author,Protected_species
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Carex lacustris,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Calamagrostis canadensis,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Spiraea alba,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Carex stricta,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Salix petiolaris,,1,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Carex lasiocarpa,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Myrica gale,,0,1,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Dulichium arundinaceum,,0,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Triadenum fraseri,,1,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Juncus canadensis,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Scirpus cyperinus,,1,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Frangula alnus,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME10,220,NA,NA,8/14/2015,2015,VS,1,Carex vesicaria,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Acer rubrum,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME03,215,NA,NA,7/28/2015,2015,VS,1,Betula alleghaniensis,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Calamagrostis canadensis,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Frangula alnus,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex stricta,,0,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Maianthemum canadense,,1,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Doellingeria umbellata,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex trisperma,,0,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Rubus hispidus,,0,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Dryopteris carthusiana,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Vaccinium corymbosum,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Betula papyrifera,,0,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Betula populifolia,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Lysimachia borealis,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex atlantica,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Ilex mucronata,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Vaccinium angustifolium,,0,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Picea rubens,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex novae-angliae,,1,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Scirpus cyperinus,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Kalmia angustifolia,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Rhododendron canadense,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex debilis,,1,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Chamaedaphne calyculata,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex brunnescens,,0,1,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Monotropa uniflora,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Spiraea alba,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Carex folliculata,,0,1,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Pinus strobus,,0,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Rhododendron groenlandicum,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Ilex verticillata,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Glyceria laxa,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Salix petiolaris,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME09,216,NA,NA,8/14/2015,2015,VS,1,Larix laricina,,1,1,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Carex lacustris,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Carex stricta,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Alnus incana ssp. Rugosa,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Betula populifolia,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Spiraea alba,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Calamagrostis canadensis,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Populus tremuloides,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Lysimachia terrestris,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Acer rubrum,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Salix bebbiana,,1,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Ilex verticillata,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Equisetum arvense,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Myrica gale,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Salix petiolaris,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Thelypteris palustris,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Carex lasiocarpa,,0,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Pinus strobus,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Onoclea sensibilis,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Carex brunnescens,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Scirpus cyperinus,,1,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Iris versicolor,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Juncus canadensis,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Carex vesicaria,,0,0,0,1,,1,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Dulichium arundinaceum,,0,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME08,214,NA,NA,8/14/2015,2015,VS,1,Triadenum fraseri,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Larix laricina,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Eurybia radula,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Calamagrostis canadensis,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Carex stricta,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Acer rubrum,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Betula populifolia,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Spiraea alba,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Lysimachia terrestris,,0,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Thelypteris palustris,,0,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Osmunda regalis,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Alnus incana ssp. Rugosa,,1,0,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Myrica gale,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Carex vesicaria,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Ilex verticillata,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Salix bebbiana,,1,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Triadenum fraseri,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Carex lacustris,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Rubus hispidus,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Kalmia angustifolia,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Spiraea tomentosa,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Viola pallens,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME07,217,NA,NA,8/14/2015,2015,VS,1,Glyceria laxa,,1,1,0,0,,1,Coll #1,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Myrica gale,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex trisperma,,0,0,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Calamagrostis canadensis,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Frangula alnus,,1,1,1,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Lysimachia terrestris,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Lysimachia borealis,,0,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex brunnescens,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Vaccinium corymbosum,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Rhodora,,1,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Chamaedaphne calyculata,,1,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Kalmia angustifolia,,1,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex lacustris,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex vesicaria,,1,0,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex atlantica,,1,1,0,1,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Quercus rubra,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex echinata,,0,1,0,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Malus sieboldii,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Rubus hispidus,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Doellingeria umbellata,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Betula populifolia,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Carex brunnescens,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRME06,221,NA,NA,8/10/2015,2015,VS,1,Maianthemum canadense,,0,0,1,0,,0,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
